Airline,Flight_Distance,Origin_Airport,Destination_Airport,Scheduled_Departure_Time,Day_of_Week,Month,Airplane_Type,Weather_Score,Previous_Flight_Delay_Minutes,Airline_Rating,Passenger_Load,Flight_Cancelled
3,568,3,3,23,7,3,2,0.258596,23.33333,4.470499,0.850456,0
0,444,0,0,12,1,6,0,0.463762,15.40741,2.365393,0.798416,0
0,530,0,0,18,2,10,0,0.973212,5.333333,2.289633,0.305467,1
4,710,4,0,17,1,11,0,0.170632,104.0,2.230225,0.501689,1
1,464,3,3,20,4,6,2,0.219747,16.0,4.482506,0.156271,0
4,424,0,0,11,4,1,3,0.349385,25.0,0.003744,0.328776,1
0,456,0,0,11,3,6,0,1.02691,32.0,0.878688,1.121783,1
3,349,4,1,0,5,5,4,0.503812,28.0,0.569405,0.223844,1
4,399,3,1,19,1,7,0,0.646836,7.333333,4.415339,0.698302,1
0,606,2,0,7,4,6,3,0.387223,47.0,4.83991,0.238419,1
1,302,2,3,16,5,12,2,0.188522,3.0,1.280042,0.938135,1
1,437,4,0,20,7,12,0,0.222801,25.0,1.836552,0.310133,0
0,523,0,0,19,7,7,0,0.902671,8.0,2.459694,0.390025,1
0,459,0,0,21,4,2,0,0.993482,24.88889,1.415159,0.668092,1
0,634,0,0,6,5,12,0,0.593076,6.222222,1.24264,0.661626,0
0,483,0,0,8,5,1,0,0.456995,39.11111,1.251089,0.651461,1
0,466,0,0,16,4,7,0,0.907835,6.222222,1.74047,0.644912,1
0,514,4,0,9,6,9,4,0.673095,66.0,4.772715,0.312187,1
4,527,1,1,3,2,2,3,0.040874,59.0,2.033112,0.43441,1
4,500,4,0,21,5,12,1,0.350741,13.0,1.06329,0.593433,1
0,492,0,0,6,7,7,0,0.782173,12.44444,0.462532,0.755179,1
2,304,1,0,6,6,3,0,0.57368,36.0,0.101795,0.253129,1
3,386,0,2,7,1,6,4,0.978067,1.333333,2.777052,0.701475,1
1,557,3,0,23,6,3,2,0.866115,1.333333,4.645586,0.923276,1
2,600,1,3,23,4,10,2,0.059738,2.666667,3.765384,0.757928,0
4,627,2,0,7,6,11,1,0.725769,24.0,4.964823,0.084233,0
0,355,0,2,15,2,11,3,0.336327,4.0,4.547637,0.469126,1
4,416,2,0,11,4,11,1,0.682083,9.0,2.459288,0.435264,1
3,649,0,1,14,3,5,0,0.617225,31.0,2.432747,0.336503,0
4,461,3,0,7,1,2,3,0.50305,0.0,3.141786,0.49132,1
0,561,3,3,21,7,8,2,0.85295,5.0,0.554678,0.439634,1
4,604,2,0,2,6,7,4,0.889555,32.0,2.32037,0.236555,1
3,478,0,1,21,5,6,0,0.281604,10.0,3.213702,0.213782,0
0,485,0,0,20,6,1,0,0.448128,0.888889,1.413025,0.392917,0
1,552,1,2,15,7,8,0,0.621951,26.0,1.551979,0.174457,0
4,307,3,0,14,7,1,4,0.966464,7.0,3.03881,0.067801,1
3,544,1,3,23,5,8,2,0.371582,96.0,2.030072,0.196613,1
0,472,0,0,3,3,11,0,0.132294,30.22222,0.486553,0.96096,1
4,492,3,0,19,3,2,3,0.445888,72.66667,3.375354,0.797039,1
1,510,3,0,15,5,8,4,0.54393,56.0,1.531735,0.442096,1
0,656,0,0,9,2,10,0,0.900987,16.88889,2.222562,0.987542,1
4,525,3,0,10,1,12,3,0.7286,33.0,0.996662,0.232666,1
0,523,0,0,4,4,4,0,1.064663,44.44444,1.50036,0.657235,1
1,571,3,1,10,3,7,4,0.782683,25.0,2.857744,0.142925,1
3,507,2,3,12,1,5,0,0.298628,1.0,1.188709,0.833401,0
1,566,4,1,14,4,8,4,0.64138,19.0,2.199434,0.130582,0
1,488,1,0,5,6,12,0,0.672241,4.0,3.377694,0.03186,0
2,616,2,1,15,4,6,3,0.998021,37.0,1.592636,0.273444,1
1,627,0,0,14,3,5,4,0.138738,34.0,0.769153,0.900935,1
4,270,4,2,19,2,3,3,0.155514,29.0,1.12061,0.33067,1
4,517,4,0,1,1,10,1,0.58906,48.0,3.407375,0.316415,1
0,307,0,0,1,6,9,0,0.235301,8.0,2.098668,0.901852,1
1,538,0,2,11,1,9,0,0.656008,12.0,0.616777,0.421525,1
0,660,1,2,15,5,5,0,0.803774,74.0,2.188046,0.611567,1
3,614,3,0,18,2,3,4,0.432793,42.0,2.424611,0.404383,1
2,473,0,3,1,1,6,1,0.560685,20.66667,3.16268,0.551457,0
0,483,0,0,16,5,5,0,1.012722,7.111111,0.83602,0.070246,1
3,316,2,2,13,6,1,1,0.569566,35.0,2.092846,0.374029,1
0,501,0,0,23,7,2,0,0.308606,57.77778,0.229978,0.961994,1
0,479,0,0,15,4,12,0,0.443194,6.222222,0.306065,0.777451,1
3,374,4,0,4,1,5,1,0.529846,24.0,2.84931,0.981829,1
0,401,3,0,9,5,9,0,0.154898,15.0,1.079479,0.78792,1
0,380,2,2,16,2,12,0,0.61252,3.0,0.722884,0.45151,1
0,714,0,0,12,4,4,0,1.099246,38.22222,0.811032,0.760816,1
0,511,0,0,15,1,9,0,0.752535,4.444444,0.408839,0.872903,1
2,575,0,3,8,2,3,4,0.372411,8.0,0.498112,0.269684,1
4,591,0,3,23,7,1,1,0.331746,45.0,1.619291,0.060018,1
3,661,4,3,3,4,6,1,0.931603,40.0,0.821792,0.405847,1
2,658,2,1,23,3,10,3,0.871514,8.0,3.996979,0.144673,1
0,594,0,0,15,2,7,0,0.572359,74.66667,0.156642,0.311896,1
0,347,0,0,22,3,4,0,0.453415,6.222222,1.868608,1.065201,1
2,460,0,0,6,1,5,1,0.314502,26.66667,3.376607,0.592464,0
3,373,4,3,16,7,4,0,0.119403,14.0,0.263447,0.401257,1
4,462,1,0,21,5,3,2,0.310152,4.0,4.60352,0.26433,0
0,515,0,0,12,1,1,0,0.534296,9.777778,1.918439,0.642891,1
3,243,3,2,3,2,6,2,0.255411,6.0,0.700715,0.53316,1
1,540,4,1,13,3,10,1,0.216814,29.0,1.293922,0.780781,0
4,613,3,2,9,3,5,0,0.00614,8.666667,3.419981,0.92802,0
2,508,3,3,9,4,11,1,0.630843,10.0,4.607813,0.328937,0
1,391,1,0,9,1,1,2,0.614449,42.0,2.229162,0.206297,1
2,560,3,2,11,1,5,1,0.188025,7.0,2.628164,0.4028,0
0,497,1,1,1,2,6,4,0.94365,26.0,1.189001,0.437541,1
1,674,0,2,22,3,10,2,0.409571,6.0,2.115054,0.03987,0
4,270,4,0,8,2,5,1,0.025479,37.0,1.430089,0.861697,1
1,242,3,3,4,2,1,0,0.219772,29.0,1.752856,0.995592,1
1,490,1,3,7,6,5,1,0.692067,48.0,0.102988,0.923209,1
0,453,0,0,20,3,10,0,0.30162,1.777778,0.102652,0.968248,1
0,526,0,0,13,2,1,0,0.153912,6.222222,1.901716,1.116675,0
2,541,0,3,6,3,11,1,0.617706,3.333333,3.408976,0.907808,0
0,651,0,3,6,2,3,4,0.518355,6.0,1.851153,0.688368,0
3,475,2,0,8,5,12,2,0.761266,3.0,4.427312,0.166757,0
1,544,1,1,2,2,2,0,0.772631,24.0,1.330561,0.15635,0
0,368,0,0,13,2,1,0,1.059935,24.0,0.989462,0.054877,1
1,746,1,1,16,7,4,0,0.057018,55.0,3.856878,0.411831,1
4,610,0,3,17,5,2,4,0.038989,10.66667,3.917841,0.808824,0
2,588,1,2,11,1,5,3,0.987197,22.0,4.305829,0.490296,1
0,636,0,0,13,7,1,0,0.815371,19.55556,0.459397,0.12289,1
0,601,0,0,12,4,12,0,0.196482,22.22222,1.801429,0.058222,0
0,394,2,0,18,1,11,0,0.427196,16.0,2.932333,0.103548,1
3,494,4,3,1,2,10,1,0.110176,30.0,1.965366,0.395348,0
1,421,4,0,10,6,4,2,0.446334,19.0,1.820474,0.502843,1
4,538,3,2,16,1,7,3,0.561536,38.0,1.321821,0.186683,0
0,389,0,0,1,5,2,0,0.100333,73.77778,0.014995,0.770215,1
2,428,2,2,18,6,2,0,0.114246,11.0,0.9118,0.418692,1
0,291,2,3,6,2,1,1,0.375195,51.0,2.371176,0.091923,1
2,553,0,2,17,1,5,4,0.05333,31.0,1.578682,0.637034,0
3,543,0,2,12,4,6,0,0.133529,9.0,4.571943,0.356945,0
0,449,0,0,4,3,6,0,0.331796,41.77778,0.357499,0.058862,1
0,256,3,3,17,3,2,0,0.429601,10.66667,4.376701,0.947982,1
4,331,0,0,22,5,12,3,0.714837,3.0,2.024129,0.571197,1
0,600,0,0,23,2,7,0,0.837959,14.22222,0.76073,0.96653,1
4,400,1,0,15,2,6,2,0.855061,23.0,1.650354,0.93674,1
0,620,0,3,14,3,8,1,0.651479,49.0,2.53282,0.220322,1
2,667,1,0,7,1,6,1,0.043726,97.0,1.969412,0.810145,1
0,545,4,1,14,2,9,3,0.440654,40.66667,3.436032,0.83108,1
0,604,3,0,0,4,10,0,0.660066,22.0,2.125895,0.054403,0
0,387,3,2,16,4,2,4,0.978513,15.33333,3.358219,0.711944,1
0,321,0,0,14,2,7,0,1.051808,8.0,1.511066,0.070839,1
0,686,0,0,13,2,5,0,0.495703,16.0,0.811135,0.669007,1
4,400,0,0,13,3,1,0,0.615931,58.66667,4.063866,0.669237,1
0,615,0,0,9,5,3,0,0.990815,33.77778,1.997454,0.412941,1
2,541,2,1,1,3,4,4,0.831046,0.0,4.944902,0.880787,1
0,676,1,0,5,5,12,3,0.479422,3.0,1.075251,0.800512,1
3,577,4,1,16,4,2,1,0.261241,51.33333,4.439191,0.92596,1
0,382,0,0,4,5,7,0,0.2371,49.77778,2.179952,0.354251,1
4,465,4,3,4,3,1,4,0.48798,19.0,3.210821,0.021528,0
0,570,4,3,14,2,3,0,0.722846,18.66667,2.531924,0.811461,0
2,445,1,1,14,5,12,4,0.96977,10.0,4.786298,0.222977,1
3,604,1,1,19,3,9,3,0.861815,47.0,4.86346,0.467156,1
0,509,0,0,10,4,11,0,0.304241,24.0,1.804244,0.919486,0
3,606,2,2,4,6,2,0,0.719778,35.0,1.797799,0.216135,0
3,612,4,2,0,5,5,3,0.289101,14.0,4.285826,0.311909,0
2,531,3,0,10,4,4,1,0.683473,16.0,0.446277,0.43908,1
1,486,4,2,10,4,12,2,0.665805,6.0,1.452978,0.271825,0
4,446,2,0,5,1,3,3,0.272431,88.0,4.927771,0.461321,1
4,385,3,2,22,6,5,3,0.234389,87.0,4.071667,0.009597,1
2,671,0,0,7,5,6,0,0.103938,51.0,4.897912,0.212188,1
0,507,0,0,1,3,1,0,0.15054,72.88889,1.686986,0.936623,1
0,475,2,3,14,5,2,3,0.858451,32.0,2.038362,0.413482,1
3,476,4,1,22,5,1,2,0.049849,5.333333,4.898451,0.636406,0
0,494,0,0,21,6,3,0,0.188741,37.33333,0.773564,0.261324,1
4,451,2,3,8,7,8,4,0.238852,7.333333,3.787071,0.649879,0
3,442,3,3,14,4,8,2,0.887658,11.33333,2.791035,0.999974,1
4,363,3,0,7,4,4,2,0.33294,9.0,1.142536,0.595288,1
0,504,0,1,15,4,6,3,0.1918,16.0,0.287416,0.628359,1
4,630,3,1,13,4,12,0,0.715555,34.0,1.91882,0.11152,0
4,427,2,0,14,6,9,2,0.31907,3.0,2.738427,0.403381,1
0,555,0,0,19,3,7,0,0.433367,2.666667,0.657976,0.968316,1
1,557,2,0,12,2,2,0,0.738977,34.0,2.072774,0.834272,0
1,540,1,2,8,1,11,0,0.251653,30.0,3.27595,0.522399,0
4,687,0,3,0,7,2,0,0.89676,16.0,3.574616,0.903454,1
2,560,3,0,5,7,3,2,0.561422,6.0,0.263713,0.142937,1
4,506,2,3,7,4,8,0,0.537832,10.66667,3.320904,0.658189,1
2,533,4,0,19,4,10,3,0.264752,42.0,0.483337,0.248884,1
2,584,0,2,17,1,9,0,0.835094,34.0,0.140927,0.645561,1
1,673,1,0,17,4,3,4,0.57275,3.0,0.76206,0.0874,1
0,476,0,0,16,2,9,0,0.255517,92.44444,1.63411,1.06156,1
0,517,1,2,20,7,12,4,0.206298,7.0,0.464107,0.786332,1
1,495,3,0,12,1,10,0,0.779642,18.0,0.589798,0.637277,1
3,490,3,0,21,7,12,0,0.939295,7.333333,4.748605,0.759146,1
0,508,0,0,3,7,5,0,0.606143,1.777778,0.216165,0.104997,1
4,492,2,0,20,1,11,4,0.250732,10.0,1.520066,0.35178,0
1,539,4,1,13,2,10,2,0.672868,14.0,4.736462,0.135754,0
0,527,0,0,4,6,3,0,1.08224,17.77778,0.244219,0.636426,1
1,302,0,1,15,3,11,0,0.476222,0.0,0.47298,0.424115,1
2,369,2,0,13,5,7,1,0.162142,2.0,0.430019,0.462424,1
1,483,2,0,13,4,9,0,0.103341,5.333333,4.882381,0.542863,0
1,457,4,0,13,1,12,2,0.269256,16.0,3.715543,0.982052,0
4,396,1,2,23,3,6,4,0.569442,43.0,1.072422,0.792636,1
0,315,0,0,13,1,3,0,1.046805,30.22222,0.114868,0.708155,1
4,662,4,1,18,5,5,1,0.299165,25.0,5.026208,0.363706,0
2,660,1,0,2,1,7,0,0.305391,15.0,2.327445,0.027069,0
4,575,3,2,16,7,8,1,0.48118,61.0,3.191877,0.116528,1
0,441,0,0,13,7,12,4,0.918542,18.0,1.395981,0.730867,1
3,646,2,0,9,3,4,2,0.419055,10.0,3.991802,0.369204,0
0,428,0,1,12,2,2,1,0.223229,29.0,0.984012,0.334437,1
0,543,2,1,21,6,10,1,0.163131,23.33333,4.13456,0.888978,0
0,420,0,0,3,3,2,0,0.557015,13.33333,0.576508,0.545073,1
3,502,1,0,10,1,12,0,0.800677,0.0,0.489561,0.899577,1
3,548,4,2,14,5,3,1,0.291352,1.333333,2.594113,0.886639,0
3,350,3,0,14,7,8,4,0.512523,56.0,4.066084,0.080181,1
2,457,0,0,23,4,1,0,0.603008,1.0,1.924323,0.945363,0
4,525,4,3,1,4,7,0,0.45047,26.0,0.344368,0.076955,1
3,374,1,1,10,5,6,2,0.19169,4.0,2.766549,0.963506,1
2,405,3,2,1,1,2,4,0.921746,7.0,3.402357,0.452615,1
1,525,4,2,22,6,9,0,0.565449,6.0,3.703475,0.760861,0
1,446,3,2,4,5,12,2,0.729134,1.0,2.009625,0.706144,0
0,377,0,0,12,1,5,0,0.736043,4.444444,0.242549,0.583307,1
2,502,1,0,0,3,2,4,0.998048,20.66667,2.921632,0.619455,1
4,543,2,0,6,6,3,3,0.45631,20.0,1.847739,0.949918,0
4,724,4,0,6,2,7,0,0.424972,31.33333,4.934437,0.927351,0
1,508,1,0,9,1,7,4,0.36014,0.666667,2.713561,0.654326,0
3,501,3,2,5,4,10,2,0.361628,43.33333,2.56133,0.657719,1
3,614,2,2,11,7,10,4,0.98063,0.0,1.693933,0.828623,1
3,532,4,3,12,6,11,4,0.870782,68.0,2.563774,0.632603,1
4,583,2,2,23,2,11,3,0.316673,8.0,1.733324,0.826249,0
0,522,0,2,10,1,12,0,0.305229,23.33333,4.661524,0.657852,1
0,591,4,0,17,2,4,2,0.103534,10.0,2.39509,0.29932,1
2,537,2,3,1,7,6,2,0.877031,22.0,1.46011,0.189481,1
4,359,3,2,15,3,8,0,0.371766,21.0,0.776974,0.076966,1
3,471,4,2,1,2,3,0,0.572615,8.666667,3.361754,0.585995,0
0,474,4,3,18,3,3,1,0.900378,37.0,0.128935,0.284051,1
3,544,1,3,5,4,8,3,0.408101,18.0,2.449979,0.63051,0
0,515,3,0,0,3,8,0,0.806868,21.0,2.750609,0.058656,1
0,539,0,0,17,6,1,0,0.800941,74.66667,1.874544,0.293122,1
4,547,1,3,9,6,8,1,0.431184,93.0,3.578302,0.370334,1
0,398,0,0,17,1,8,0,0.492759,56.0,2.428497,0.061069,1
3,515,0,3,0,1,2,2,0.990709,5.333333,2.543834,0.724181,1
0,478,0,0,18,1,12,0,0.71235,10.66667,1.344531,0.131284,0
4,293,4,2,15,5,9,4,0.367391,7.0,1.229197,0.014403,1
0,572,0,0,14,3,8,0,0.139766,3.555556,0.267151,0.216986,1
4,565,3,2,0,1,2,2,0.706566,8.666667,3.446374,0.828061,0
2,441,3,1,22,6,4,4,0.372157,6.0,1.558114,0.964471,0
3,444,4,3,20,2,7,2,0.821254,4.666667,2.701835,0.534121,1
4,386,2,2,8,2,6,1,0.363868,8.0,1.274962,0.526118,1
3,598,2,0,1,5,7,4,0.373329,30.0,3.305181,0.367417,0
2,419,0,2,16,3,1,4,0.779181,2.0,2.237912,0.425595,1
2,442,2,3,23,3,8,2,0.489467,25.0,2.409303,0.482075,0
0,601,0,0,9,7,7,0,0.984895,45.33333,2.356518,0.171106,1
0,599,0,0,5,3,4,0,0.690136,38.22222,1.765401,0.410329,1
1,482,1,0,4,6,1,4,0.240645,4.0,1.309499,0.816108,0
0,501,4,0,7,6,8,0,0.568272,73.0,2.519609,0.182398,1
0,547,3,3,7,7,10,1,0.004002,29.33333,2.533364,0.729853,0
0,459,4,0,4,5,7,4,0.312397,0.0,3.975263,0.651587,0
4,490,3,0,11,3,8,4,0.207952,40.0,4.166776,0.057298,1
2,480,4,0,6,3,10,0,0.654188,40.0,1.417214,0.022429,1
0,568,2,3,12,1,1,3,0.136039,20.0,4.305757,0.352528,0
2,641,1,3,12,3,5,0,0.290097,1.0,1.097507,0.69217,0
3,614,3,0,16,6,9,0,0.331309,26.0,4.013853,0.330418,0
1,601,0,0,3,1,5,3,0.003293,43.0,1.443923,0.667733,1
3,390,1,0,17,1,10,1,0.046767,9.0,1.489656,0.665458,1
3,629,0,1,9,3,12,1,0.311126,21.33333,4.462339,0.806555,0
0,432,0,0,2,2,3,0,0.322356,11.55556,1.050187,0.111921,1
0,321,0,0,11,4,9,0,0.216907,14.81481,2.476415,0.64927,1
3,415,4,3,0,6,9,2,0.154162,14.0,0.759715,0.062497,1
3,490,3,0,10,2,4,4,0.835537,10.0,2.316745,0.175947,1
1,296,3,2,17,3,4,2,0.68332,58.0,3.662252,0.325501,1
1,571,1,0,12,3,11,0,0.484118,42.0,0.226835,0.707389,1
3,583,2,3,16,2,8,0,0.908875,12.0,0.759276,0.973878,1
1,461,2,3,7,3,7,3,0.029553,17.0,0.101784,0.342521,1
3,383,0,0,19,6,11,3,0.344935,23.33333,4.964389,0.521144,1
0,592,0,0,18,7,5,0,0.923384,43.55556,1.901562,0.291438,1
4,407,4,0,16,1,6,4,0.628289,34.0,1.867795,0.67549,1
0,337,0,0,1,5,3,0,1.081687,20.44444,0.390712,0.412409,1
3,493,0,0,2,3,6,0,0.944515,92.0,0.451916,0.481596,1
0,502,0,0,2,3,8,0,0.269942,39.11111,1.529768,0.638789,1
0,531,1,2,5,2,10,4,0.971987,2.0,4.879457,0.686242,1
0,576,4,3,9,1,11,4,0.945535,24.0,3.373055,0.060052,1
0,588,0,0,23,2,9,0,0.473611,13.33333,1.112846,0.624264,0
4,373,4,1,21,7,3,0,0.98288,47.0,2.504255,0.431164,1
3,296,3,2,17,6,8,0,0.035844,1.0,4.994517,0.133765,1
4,545,4,0,17,2,12,2,0.660751,15.0,2.593831,0.208037,0
3,504,2,0,13,3,3,4,0.266148,7.333333,5.021007,0.88389,0
4,454,2,3,15,1,2,1,0.129463,4.0,0.081809,0.871776,1
4,485,4,0,6,6,5,1,0.577535,14.0,3.604816,0.03333,0
2,416,2,3,0,3,4,4,0.30635,22.0,3.135807,0.689401,1
4,672,3,1,16,6,5,4,0.666825,8.666667,3.426649,0.554187,0
1,298,1,0,22,3,6,4,0.539981,17.33333,2.852835,0.939816,1
0,542,0,0,4,3,3,0,0.492589,23.11111,0.310442,1.021506,1
4,371,2,0,0,3,1,2,0.181822,26.0,0.74782,0.579562,1
0,433,4,2,20,5,4,1,0.60125,22.0,4.611256,0.138955,0
1,456,3,0,16,4,6,3,0.829231,3.0,1.164625,0.459815,1
1,401,1,0,9,1,2,1,0.600004,4.666667,4.964686,0.725164,1
1,477,4,0,11,7,2,1,0.610523,32.0,3.397942,0.951737,0
2,237,4,0,19,5,1,0,0.511837,20.0,2.221772,0.363829,1
4,346,3,1,1,4,9,4,0.38824,24.0,4.600244,0.784671,1
4,314,1,3,22,6,3,4,0.457458,16.66667,3.974931,0.683341,1
0,377,0,0,15,4,2,0,1.089542,0.888889,1.072413,0.088079,1
0,420,1,2,14,4,4,0,0.749669,47.0,0.342965,0.557977,1
1,499,3,2,12,5,6,2,0.430559,1.0,4.541523,0.183509,0
0,435,4,0,17,1,1,2,0.457296,57.33333,3.8252,0.683549,1
2,413,4,2,19,2,9,3,0.499632,4.666667,3.953674,0.610085,1
4,447,0,3,21,4,9,2,0.659314,14.0,3.724294,0.973048,0
1,430,2,3,13,2,8,2,0.465958,1.0,1.378772,0.935383,1
0,462,3,0,17,2,6,4,0.686179,67.0,4.294229,0.009373,1
2,422,2,3,1,2,2,2,0.41064,4.0,1.186381,0.769134,1
0,342,3,1,2,6,8,2,0.864053,10.0,0.232798,0.685643,1
4,495,1,0,4,6,7,0,0.328906,0.0,0.552982,0.800946,1
0,583,2,0,15,3,12,3,0.964437,46.0,2.661896,0.266815,1
0,393,0,0,21,1,4,0,0.272505,9.777778,0.09314,0.955488,1
0,489,0,0,14,7,3,0,0.34168,23.11111,0.453453,0.497722,1
2,455,2,0,11,1,6,1,0.46368,1.0,1.163701,0.261908,0
0,558,0,0,8,6,1,0,0.897409,32.88889,1.638347,0.011934,1
4,413,4,1,13,7,2,0,0.731575,14.66667,2.344103,0.871364,1
3,478,3,0,20,3,7,2,0.174466,38.0,2.292063,0.535344,1
0,487,1,1,15,1,11,2,0.236685,30.66667,3.842163,0.975382,0
4,525,4,0,10,7,3,3,0.575263,2.0,2.283607,0.714681,0
4,389,1,3,5,7,1,2,0.295165,25.0,1.742444,0.080417,1
2,530,3,3,9,4,2,0,0.422325,20.66667,5.012255,0.588191,0
4,446,2,2,7,1,10,0,0.486594,21.0,0.041467,0.017125,1
0,551,0,0,15,3,10,0,0.694246,5.333333,0.763483,0.627505,1
4,460,0,2,2,7,9,2,0.251051,47.0,3.046964,0.350202,1
1,339,4,0,15,4,7,1,0.398563,69.33333,4.082065,0.541574,1
0,554,0,0,18,2,10,0,0.182026,40.0,0.315183,0.294019,1
2,531,4,1,8,2,8,0,0.526765,16.0,3.54566,0.162351,0
0,546,0,0,15,2,12,0,0.939605,10.66667,1.800634,0.4553,1
4,605,4,3,21,6,12,4,0.118976,2.0,1.270397,0.986836,0
0,320,0,0,3,7,8,0,0.212731,14.22222,0.281938,0.490161,1
0,716,0,0,9,3,9,4,0.080218,3.333333,3.948431,0.748787,0
2,551,4,0,18,2,2,4,0.847861,8.0,1.2475,0.056974,1
4,692,0,3,12,1,8,2,0.080705,66.0,0.208369,0.378866,1
4,686,3,0,17,2,8,3,0.983462,103.0,1.117863,0.580323,1
3,542,4,1,14,7,5,3,0.358331,89.0,0.35534,0.751197,1
0,525,0,1,3,5,5,2,0.328762,6.0,1.445933,0.528384,0
0,574,1,0,8,6,4,3,0.091632,69.0,1.875098,0.515296,1
0,271,0,0,3,5,5,0,0.685641,3.555556,0.6785,0.859395,1
3,491,4,1,15,2,2,0,0.585882,21.0,4.599685,0.313288,0
1,596,3,2,20,7,2,4,0.493806,30.0,1.362665,0.090611,0
0,652,0,0,14,2,5,0,0.41102,16.0,1.368837,0.390544,0
1,468,2,0,23,5,11,3,0.368581,90.0,4.787138,0.158996,1
2,536,3,1,1,7,3,1,0.320503,8.0,4.595997,0.965944,0
2,557,3,0,13,6,1,4,0.426146,22.0,1.746292,0.577512,1
1,491,3,2,2,6,9,2,0.341788,2.0,1.632451,0.4466,0
3,406,2,1,21,2,2,1,0.675517,38.0,2.966647,0.912052,1
0,433,3,0,22,6,12,1,0.295786,10.66667,4.589314,0.900361,0
0,395,0,0,3,4,10,0,0.450838,32.0,0.024999,0.467659,1
4,348,4,0,0,7,2,4,0.43546,34.0,1.965599,0.874727,1
2,483,4,3,22,7,4,4,0.003962,33.0,4.248877,0.064026,0
0,721,1,1,8,6,2,2,0.492083,21.0,2.25235,0.885719,0
0,524,1,0,16,7,7,1,0.25582,9.0,3.800274,0.310584,0
4,471,4,2,13,5,12,3,0.05615,19.33333,3.459625,0.565122,0
4,537,0,3,16,3,10,2,0.911021,97.0,1.027294,0.269689,1
1,417,2,2,0,5,1,0,0.322419,53.0,2.247973,0.9848,1
2,333,2,0,9,1,11,4,0.426085,3.0,2.830934,0.07178,1
2,431,0,3,22,4,2,1,0.827343,0.0,3.577315,0.446955,1
0,386,0,0,15,3,11,0,0.266789,17.77778,2.055974,0.698612,1
1,315,3,2,18,2,5,0,0.850309,29.33333,3.799666,0.615612,1
1,444,4,3,23,7,2,2,0.241638,11.0,0.141557,0.738758,1
1,548,4,0,2,1,9,2,0.589038,24.0,3.353189,0.724415,0
1,539,0,2,11,1,4,3,0.685678,53.33333,2.486577,0.793143,1
0,527,0,0,2,4,9,0,1.005014,16.0,1.434654,0.263573,1
0,666,0,0,14,3,11,0,0.707638,7.111111,0.932416,0.41682,1
0,444,0,0,16,1,12,0,0.553232,65.77778,1.785066,0.429787,1
3,543,2,0,17,3,1,1,0.572269,12.66667,3.369443,0.95584,0
0,461,1,0,6,3,1,1,0.202082,15.0,2.897432,0.409312,0
0,642,0,0,18,6,1,0,0.789074,11.55556,2.154014,0.249603,1
3,419,0,2,6,1,4,4,0.186881,16.0,0.5095,0.632344,1
1,574,2,0,4,3,9,1,0.557248,33.0,1.505116,0.427267,1
2,524,1,0,7,4,8,2,0.647604,17.0,2.475652,0.25008,0
0,621,0,0,20,1,7,0,0.998583,6.518519,2.396512,0.804527,1
4,500,0,1,15,4,1,3,0.45019,40.0,0.559817,0.191925,1
4,476,3,0,15,4,3,3,0.775333,6.0,1.685387,0.633354,0
3,464,3,0,18,3,9,4,0.16753,6.0,4.629453,0.430531,0
1,484,0,2,14,3,9,1,0.156196,35.0,4.489738,0.319167,0
0,313,2,0,6,6,5,2,0.524798,40.0,4.326228,0.945982,1
1,447,4,2,4,7,12,1,0.596341,8.0,1.541952,0.324408,0
0,441,4,2,22,6,6,0,0.632341,6.0,4.234179,0.347507,0
0,385,0,0,10,1,11,0,0.845674,29.33333,1.263349,0.979468,1
3,443,0,1,9,6,6,0,0.294931,29.0,3.098894,0.129043,0
4,410,0,1,20,2,10,3,0.622608,17.0,1.194125,0.108069,1
1,448,2,1,22,1,4,3,0.188139,3.0,3.533369,0.282708,0
4,562,3,3,8,4,1,4,0.218998,2.0,1.838486,0.591636,0
0,562,0,0,0,6,5,0,0.167309,40.0,1.059701,0.432338,1
4,657,0,2,19,6,1,1,0.747001,12.0,3.184086,0.608554,0
2,530,1,0,0,7,1,0,0.506993,58.0,1.39916,0.159751,1
2,347,2,3,7,6,11,3,0.238186,25.0,1.122194,0.261451,1
2,467,0,0,2,3,5,0,0.556238,28.0,1.845815,0.565162,0
0,436,0,0,1,4,5,0,0.45424,72.0,1.945159,0.244293,1
0,401,4,0,3,6,7,0,0.83721,5.0,1.12341,0.422805,1
2,607,0,0,18,5,2,3,0.528148,15.33333,3.936592,0.572648,0
3,545,0,1,10,5,6,0,0.029811,0.666667,3.678026,0.973651,0
3,507,1,1,4,4,2,3,0.985095,13.0,3.395399,0.079887,1
0,351,2,2,23,6,10,0,0.074299,4.0,2.373778,0.460414,1
0,491,0,0,9,7,5,0,0.795958,5.333333,1.86472,0.445805,1
0,732,0,0,23,2,4,0,0.537256,72.0,0.033799,0.927271,1
2,416,0,2,22,7,11,0,0.249318,28.0,1.528036,0.900297,1
0,478,0,0,7,2,10,0,0.776458,58.66667,1.697844,1.02039,1
1,638,3,1,12,1,5,1,0.125897,17.0,5.136477,0.375139,0
0,456,0,0,4,1,2,0,0.958247,24.0,0.006286,0.342737,1
1,454,4,3,11,7,8,3,0.250612,0.0,2.549861,0.449137,0
2,477,2,0,12,6,8,4,0.361454,19.0,4.619182,0.343986,0
2,534,0,2,21,7,6,2,0.632644,16.0,4.317697,0.718851,0
